Unnamed: 0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
"HHU0,HH01",13.378830445752763,13.357046803922826,13.332843048401232,13.305949887844942,13.276068062375249,13.242866639309085,13.205976842191905,13.16498641113502,13.119441391349158,13.068839587645947,13.012612759667007,12.950132534766366,12.880719948012654,12.803600015445737,12.717886660431436,12.62265701484933,12.516892189941895,12.399326093070963,12.268637840591744,12.123576630286344,11.962411705633782,11.783019107001877,11.58390234730709,11.36317785754535,11.117108503232016,10.843225869857566,10.54098463196535,10.204604111709088,9.826926086774604,9.411447066603586,8.954795505170166,8.435192850272465,7.856149087014275,7.240218441565419,6.537346806212426,5.712178924713135,4.876715625,3.9631875,2.895,1.5
"HHU0,HL01",13.7280406258013,13.706256982319273,13.682053225678851,13.655160069414032,13.625278243099652,13.592076811672491,13.555187022535781,13.514196603062455,13.468651557956216,13.418049748801346,13.361822977905984,13.299342722017286,13.229930038722403,13.152810242779145,13.067096988474656,12.971866981917966,12.866102214237474,12.748536830918527,12.617847928497556,12.472785706431752,12.311622894717523,12.132230845241976,11.93310925083603,11.71238720284112,11.466326155507476,11.192432227935448,10.890176387327193,10.5538317895494,10.176150167224938,9.76051304995252,9.304009667097857,8.78449713843257,8.205160405723934,7.58868251993875,6.888925477881431,6.0687549999999995,5.2255201171875,4.30884375,3.21,1.9
"HHU0,LH01",13.1350029793586,13.113219676705702,13.089015634662466,13.062121976551573,13.032241120828695,12.999040019481193,12.962147952225749,12.921158533781561,12.875617516552483,12.825010618485793,12.768779191668342,12.706313053341505,12.636899634154872,12.559750815612338,12.474060663112995,12.378874282486999,12.273028718931341,12.155431983084778,12.02493559917682,11.879796025463678,11.71828744536134,11.539314279361168,11.340605718905683,11.118699516552425,10.872653131077987,10.601228300222177,10.297107754860923,9.95697787656799,9.586012711170488,9.173314017312197,8.70056221252106,8.18692828780803,7.637229846968879,6.986527823304748,6.249408032958986,5.524201289062501,4.681949999999999,3.5520000000000005,2.58,1.5
"HHU0,LL01",13.203816371120306,13.182032918868352,13.157829006787942,13.130935565465242,13.101054276485911,13.067853042934873,13.03096198134869,12.989972092707816,12.944429318403465,12.893824710471668,12.837595262545687,12.775122857432962,12.705709948957557,12.628573876819782,12.542873185510445,12.447667936637789,12.341858463590345,12.224274436248338,12.093693019406679,11.948589997902237,11.787232365346865,11.60807050853379,11.409185960802784,11.187805677873907,10.941737182072476,10.669227240030278,10.36595905535437,10.027467736730665,9.65350184918198,9.239596291996499,8.774018476355284,8.257584523620366,7.695003411731064,7.059997365535069,6.3375734322738655,5.567995100097657,4.721071875,3.7027500000000004,2.67,1.5
"HHU0,HH02",13.378545296090982,13.356761615420059,13.332557881693694,13.305664786298616,13.275782866771396,13.242581377098853,13.205691826466422,13.164701351806798,13.119155848149637,13.06855449523365,13.012328345841357,12.949846672652962,12.880433740509485,12.803317097971265,12.717602022262147,12.622366763981397,12.5166097126902,12.39904959666067,12.268340619383634,12.123282277634209,11.962158631984027,11.782729356768535,11.58355339071776,11.362949717271546,11.116914558296218,10.842753644745997,10.54064174273274,10.204759153423476,9.82642991125308,9.410320393915203,8.955732147853352,8.435730992163862,7.8530723537431175,7.239927485347081,6.544786776981353,5.705126081085205,4.871928002929687,3.9631875,2.895,1.5
"HHU0,HL02",13.706686964657985,13.684903276695303,13.660699543981407,13.633806463106795,13.603924530671906,13.570723020175123,13.533833512047881,13.4928430494282,13.447297447799471,13.396696142447473,13.340470162922355,13.277988263919108,13.208575143742914,13.131459113861421,13.045743976853762,12.950507480897638,12.844751477453393,12.727193175294829,12.596480655849147,12.451421146228562,12.290305787504362,12.110872801491007,11.911682236383953,11.691097172856136,11.445078754044085,11.170866451184512,10.868757523647867,10.532971113362807,10.154566302820033,9.738299615386715,9.283769685635896,8.764111301731308,8.180769780375563,7.567606017809684,6.872484084786415,6.0687549999999995,5.199089868164062,4.2908437500000005,3.21,1.9
"HHU0,LH02",13.249564655681878,13.227781088176222,13.20357741856189,13.176684038513852,13.146802196168416,13.113601245365215,13.076711132756879,13.035719946917498,12.990176148646178,12.939575018391647,12.883345131650879,12.820865768520381,12.751458948157229,12.674332926838748,12.588612017347042,12.493400736792216,12.387638091652219,12.270031909923713,12.139368870094197,11.994372887974242,11.833106694959643,11.653652717068155,11.45479364373463,11.234006354339646,10.98744390728047,10.714059034531095,10.412475889135752,10.07456417206769,9.696642085075545,9.28445856796721,8.82590446368022,8.300624680578956,7.7299203197866975,7.119144274409865,6.396142025894164,5.5771200366210945,4.771334765625001,3.8354999999999992,2.58,1.5
"HHU0,LL02",13.273548538400377,13.251764925157541,13.227561199767374,13.200667956951088,13.170786129480803,13.137584880194694,13.100694958169024,13.059704255921963,13.014159699220704,12.96355811950725,12.90733015519726,12.844850305313459,12.775439820014503,12.69831754083108,12.612601527581868,12.51737877176127,12.411614396252856,12.294033534928376,12.163355309278145,12.018317574369153,11.857114206687063,11.677701007228936,11.478680057934767,11.257927608398504,11.011678274415017,10.737987908322685,10.435975714971725,10.099022603310306,9.721286314772039,9.30695866402459,8.849602302144168,8.327917810327822,7.752052183298905,7.137616990032863,6.428501601940155,5.605449407043458,4.775201074218751,3.8546249999999995,2.67,1.5
"HHU0,HH03",13.37685550034508,13.355071839646534,13.330867875751359,13.30397490951321,13.274093376126501,13.240891329076018,13.20400138373913,13.163012369729865,13.117466607686108,13.066862387384642,13.01063890932405,12.948161257389867,12.878739742800423,12.80162105350803,12.715925474265275,12.62068001927449,12.514889707546907,12.397375657391354,12.266702122137458,12.121520966771328,11.960414319971381,11.781229661066268,11.581836352297948,11.360881826371811,11.11556261593294,10.841604341422745,10.537843371701216,10.202750987928612,9.827293524519655,9.407380094528385,8.949398408852456,8.439893848533579,7.856249645087726,7.222133688651886,6.543493638233183,5.740157806549072,4.830133374023438,3.934816406250001,2.8949999999999996,1.5
"HHU0,HL03",13.656897709035134,13.635114071196222,13.610909778896415,13.584017008745828,13.554136017533073,13.520933157003173,13.484042680403405,13.443055764897236,13.397509556637216,13.346901272501508,13.290681748007357,13.228209670739387,13.158775734051106,13.081654596801696,12.9959868542383,12.900725847038206,12.794888784776301,12.677442039259137,12.546816422917312,12.401458700825208,12.240382851425052,12.061545147015117,11.861829564897183,11.640387817970188,11.39610547019996,11.12239697937483,10.816280088911189,10.482411440053442,10.110982615580978,9.685505991268954,9.223235459027226,8.72850686227199,8.142875040974273,7.479467229663088,6.82678116015625,6.0687549999999995,5.0518,4.177,3.205,1.9
