RoundLeft,participant,date,expName,psychopyVersion,OS,frameRate,inst1_resp.keys,inst1_resp.rt,calibrationMouse.x,calibrationMouse.y,calibrationMouse.leftButton,calibrationMouse.midButton,calibrationMouse.rightButton,calibrationClick.x,calibrationClick.y,calibrationClick.leftButton,calibrationClick.midButton,calibrationClick.rightButton,calibrationClick.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,calibration_x,calibration_y,left,right,rawFixations,repeats,points,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,ic_trials.thisRepN,ic_trials.thisTrialN,ic_trials.thisN,ic_trials.thisIndex,ic_trials.ran,path
TRUE,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,space,9.5646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,0.12220787,-0.141963043,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,,,,,,-0.662163467,-0.222717743,1,0,0,calibration_square,0,0,0,26,1,-0.66,-0.22,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,,,,,,-0.012798309,0.215361252,1,0,0,,0,1,1,13,1,0,0.22,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,,,,,,-0.437054138,0.226204319,1,0,0,calibration_square,0,2,2,3,1,-0.44,0.22,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,,,,,,0.669012299,0.43762886,1,0,0,calibration_square,0,3,3,33,1,0.66,0.44,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,,,,,,0.227158661,-0.21639328,1,0,0,calibration_square,0,4,4,16,1,0.22,-0.22,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,,,,,,-0.431893692,-0.433930359,1,0,0,calibration_square,0,5,5,0,1,-0.44,-0.44,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,,,,,,-0.660505733,-0.009907799,1,0,0,calibration_square,0,6,6,27,1,-0.66,0,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,,,,,,-0.219265976,0.222372017,1,0,0,calibration_square,0,7,7,8,1,-0.22,0.22,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,,,,,,0.00183197,-0.226006851,1,0,0,calibration_square,0,8,8,11,1,0,-0.22,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,,,,,,0.213798218,0.230679741,1,0,0,,0,9,9,18,1,0.22,0.22,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,,,,,,-0.223771286,-0.436626434,1,0,0,calibration_square,0,10,10,5,1,-0.22,-0.44,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,,,,,,-0.658230495,0.21946949,1,0,0,calibration_square,0,11,11,28,1,-0.66,0.22,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,,,,,,0.446519699,0.448377838,1,0,0,calibration_square,0,12,12,24,1,0.44,0.44,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,,,,,,0.669017334,-0.224201813,1,0,0,calibration_square,0,13,13,30,1,0.66,-0.22,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,,,,,,-0.228717651,-0.006445541,1,0,0,calibration_square,0,14,14,7,1,-0.22,0,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,,,,,,-0.43965271,0.425306206,1,0,0,,0,15,15,4,1,-0.44,0.44,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,,,,,,0.218101044,-0.449768906,1,0,0,calibration_square,0,16,16,15,1,0.22,-0.44,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,,,,,,-0.451266937,-0.00829689,1,0,0,,0,17,17,2,1,-0.44,0,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,,,,,,0.441119385,-0.437936096,1,0,0,calibration_square,0,18,18,20,1,0.44,-0.44,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,,,,,,-0.222110977,0.443488483,1,0,0,calibration_square,0,19,19,9,1,-0.22,0.44,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,,,,,,-0.438018112,-0.215208435,1,0,0,calibration_square,0,20,20,1,1,-0.44,-0.22,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,,,,,,0.209687576,0.432064533,1,0,0,,0,21,21,19,1,0.22,0.44,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,,,,,,0.446082764,0.218401108,1,0,0,calibration_square,0,22,22,23,1,0.44,0.22,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,,,,,,-0.000834351,0.445541592,1,0,0,calibration_square,0,23,23,14,1,0,0.44,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,,,,,,0.664096832,0.003915176,1,0,0,calibration_square,0,24,24,31,1,0.66,0,,,,,,,,,,,,,,,,,,
,5e88dd7a0febe805d3a120b6,2023-07-19_21h01.31.174,prioq-eyetrack,2023.1.2,MacIntel,59.97361161,,,,,,,,0.653358307,-0.444449463,1,0,0,calibration_square,0,25,25,29,1,0.66,-0.44,,,,,,,,,,,,,,,,,,
