RoundLeft,participant,date,expName,psychopyVersion,OS,frameRate,inst1_resp.keys,inst1_resp.rt,calibrationMouse.x,calibrationMouse.y,calibrationMouse.leftButton,calibrationMouse.midButton,calibrationMouse.rightButton,calibrationClick.x,calibrationClick.y,calibrationClick.leftButton,calibrationClick.midButton,calibrationClick.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,calibration_x,calibration_y,calibrationClick.clicked_name,left,right,rawFixations,repeats,points,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,ic_trials.thisRepN,ic_trials.thisTrialN,ic_trials.thisN,ic_trials.thisIndex,ic_trials.ran,path
FALSE,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,space,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,,,-0.112962935,-0.028703725,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,,,,,,,,-0.445370356,-0.439814815,0,0,0,0,0,0,0,1,-0.44,-0.44,,,,,,,,,,,,,,,,,,,
,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,,,,,,,,-0.662962966,-0.22592594,1,0,0,0,1,1,26,1,-0.66,-0.22,calibration_square,,,,,,,,,,,,,,,,,,
,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,,,,,,,,0.450925898,0.224074063,1,0,0,0,2,2,23,1,0.44,0.22,,,,,,,,,,,,,,,,,,,
,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,,,,,,,,0.007407436,-0.233333376,1,0,0,0,3,3,11,1,0,-0.22,,,,,,,,,,,,,,,,,,,
,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,,,,,,,,0.009259259,0.218518522,1,0,0,0,4,4,13,1,0,0.22,calibration_square,,,,,,,,,,,,,,,,,,
,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,,,,,,,,-0.006481453,-0.441666709,1,0,0,0,5,5,10,1,0,-0.44,calibration_square,,,,,,,,,,,,,,,,,,
,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,,,,,,,,-0.217592593,0.223148152,1,0,0,0,6,6,8,1,-0.22,0.22,calibration_square,,,,,,,,,,,,,,,,,,
,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,,,,,,,,-0.659259249,-0.003703718,1,0,0,0,7,7,27,1,-0.66,0,calibration_square,,,,,,,,,,,,,,,,,,
,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,,,,,,,,0.438888974,-0.223148134,1,0,0,0,8,8,21,1,0.44,-0.22,calibration_square,,,,,,,,,,,,,,,,,,
,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,,,,,,,,-0.220370328,-0.442592621,1,0,0,0,9,9,5,1,-0.22,-0.44,calibration_square,,,,,,,,,,,,,,,,,,
,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,,,,,,,,0.661111196,0.431481481,1,0,0,0,10,10,33,1,0.66,0.44,calibration_square,,,,,,,,,,,,,,,,,,
,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,,,,,,,,-0.655555548,-0.441666709,1,0,0,0,11,11,25,1,-0.66,-0.44,calibration_square,,,,,,,,,,,,,,,,,,
,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,,,,,,,,-0.661111108,0.213888892,1,0,0,0,12,12,28,1,-0.66,0.22,calibration_square,,,,,,,,,,,,,,,,,,
,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,,,,,,,,-0.204629616,0.444444444,1,0,0,0,13,13,9,1,-0.22,0.44,,,,,,,,,,,,,,,,,,,
,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,,,,,,,,-0.447222215,-0.223148134,1,0,0,0,14,14,1,1,-0.44,-0.22,calibration_square,,,,,,,,,,,,,,,,,,
,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,,,,,,,,0.655555584,0,1,0,0,0,15,15,31,1,0.66,0,calibration_square,,,,,,,,,,,,,,,,,,
,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,,,,,,,,0.002777806,0.43796296,1,0,0,0,16,16,14,1,0,0.44,calibration_square,,,,,,,,,,,,,,,,,,
,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,,,,,,,,-0.218518504,-0.234259288,1,0,0,0,17,17,6,1,-0.22,-0.22,,,,,,,,,,,,,,,,,,,
,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,,,,,,,,0.437962991,-0.443518533,1,0,0,0,18,18,20,1,0.44,-0.44,calibration_square,,,,,,,,,,,,,,,,,,
,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,,,,,,,,0.228703746,-0.444444444,1,0,0,0,19,19,15,1,0.22,-0.44,calibration_square,,,,,,,,,,,,,,,,,,
,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,,,,,,,,0.007407436,-0.000925947,1,0,0,0,20,20,12,1,0,0,calibration_square,,,,,,,,,,,,,,,,,,
,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,,,,,,,,0.661111196,-0.443518533,1,0,0,0,21,21,29,1,0.66,-0.44,calibration_square,,,,,,,,,,,,,,,,,,
,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,,,,,,,,0.65833339,0.215740734,1,0,0,0,22,22,32,1,0.66,0.22,calibration_square,,,,,,,,,,,,,,,,,,
,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,,,,,,,,0.662037037,-0.219444487,1,0,0,0,23,23,30,1,0.66,-0.22,calibration_square,,,,,,,,,,,,,,,,,,
,5c2cb3b41f8ea700015c44f0,2023-07-19_22h42.45.827,prioq-eyetrack,2023.1.2,Win32,60.06727535,,,,,,,,-0.435185185,0.219444434,1,0,0,0,24,24,3,1,-0.44,0.22,calibration_square,,,,,,,,,,,,,,,,,,
