RoundLeft,participant,date,expName,psychopyVersion,OS,frameRate,inst1_resp.keys,inst1_resp.rt,calibrationMouse.x,calibrationMouse.y,calibrationMouse.leftButton,calibrationMouse.midButton,calibrationMouse.rightButton,calibrationClick.x,calibrationClick.y,calibrationClick.leftButton,calibrationClick.midButton,calibrationClick.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,calibration_x,calibration_y,calibrationClick.clicked_name,left,right,rawFixations,repeats,points,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,ic_trials.thisRepN,ic_trials.thisTrialN,ic_trials.thisN,ic_trials.thisIndex,ic_trials.ran,path
TRUE,63de2e4a0c6fd41343f82a79,2023-07-19_19h42.47.328,prioq-eyetrack,2023.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,63de2e4a0c6fd41343f82a79,2023-07-19_19h42.47.328,prioq-eyetrack,2023.1.2,MacIntel,60.0024001,space,1.9285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,63de2e4a0c6fd41343f82a79,2023-07-19_19h42.47.328,prioq-eyetrack,2023.1.2,MacIntel,60.0024001,,,-0.053617295,-0.005663171,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,63de2e4a0c6fd41343f82a79,2023-07-19_19h42.47.328,prioq-eyetrack,2023.1.2,MacIntel,60.0024001,,,,,,,,-0.053617295,-0.005663171,0,0,0,0,0,0,11,1,0,-0.22,,,,,,,,,,,,,,,,,,,
,63de2e4a0c6fd41343f82a79,2023-07-19_19h42.47.328,prioq-eyetrack,2023.1.2,MacIntel,60.0024001,,,,,,,,0.009752247,-0.282565461,1,0,0,0,1,1,2,1,-0.44,0,,,,,,,,,,,,,,,,,,,
,63de2e4a0c6fd41343f82a79,2023-07-19_19h42.47.328,prioq-eyetrack,2023.1.2,MacIntel,60.0024001,,,,,,,,-0.455831728,-0.033577697,1,0,0,0,2,2,4,1,-0.44,0.44,,,,,,,,,,,,,,,,,,,
,63de2e4a0c6fd41343f82a79,2023-07-19_19h42.47.328,prioq-eyetrack,2023.1.2,MacIntel,60.0024001,,,,,,,,-0.412421518,-0.392422053,1,0,0,0,3,3,0,1,-0.44,-0.44,,,,,,,,,,,,,,,,,,,
,63de2e4a0c6fd41343f82a79,2023-07-19_19h42.47.328,prioq-eyetrack,2023.1.2,MacIntel,60.0024001,,,,,,,,0.22095284,0.217791274,1,0,0,0,4,4,18,1,0.22,0.22,calibration_square,,,,,,,,,,,,,,,,,,
,63de2e4a0c6fd41343f82a79,2023-07-19_19h42.47.328,prioq-eyetrack,2023.1.2,MacIntel,60.0024001,,,,,,,,-0.437861194,0.233790846,1,0,0,0,5,5,3,1,-0.44,0.22,,,,,,,,,,,,,,,,,,,
,63de2e4a0c6fd41343f82a79,2023-07-19_19h42.47.328,prioq-eyetrack,2023.1.2,MacIntel,60.0024001,,,,,,,,-0.665377961,-0.460527255,1,0,0,0,6,6,25,1,-0.66,-0.44,,,,,,,,,,,,,,,,,,,
,63de2e4a0c6fd41343f82a79,2023-07-19_19h42.47.328,prioq-eyetrack,2023.1.2,MacIntel,60.0024001,,,,,,,,-0.21787154,-0.450819599,1,0,0,0,7,7,5,1,-0.22,-0.44,,,,,,,,,,,,,,,,,,,
,63de2e4a0c6fd41343f82a79,2023-07-19_19h42.47.328,prioq-eyetrack,2023.1.2,MacIntel,60.0024001,,,,,,,,-0.457075842,-0.215316424,1,0,0,0,8,8,1,1,-0.44,-0.22,,,,,,,,,,,,,,,,,,,
,63de2e4a0c6fd41343f82a79,2023-07-19_19h42.47.328,prioq-eyetrack,2023.1.2,MacIntel,60.0024001,,,,,,,,0.002644299,0.436206835,1,0,0,0,9,9,14,1,0,0.44,calibration_square,,,,,,,,,,,,,,,,,,
,63de2e4a0c6fd41343f82a79,2023-07-19_19h42.47.328,prioq-eyetrack,2023.1.2,MacIntel,60.0024001,,,,,,,,0.655804081,-0.434579231,1,0,0,0,10,10,29,1,0.66,-0.44,calibration_square,,,,,,,,,,,,,,,,,,
,63de2e4a0c6fd41343f82a79,2023-07-19_19h42.47.328,prioq-eyetrack,2023.1.2,MacIntel,60.0024001,,,,,,,,-0.224805579,0.217581692,1,0,0,0,11,11,8,1,-0.22,0.22,calibration_square,,,,,,,,,,,,,,,,,,
